POS	CORE
-494	0.31232371
-493	0.304916875
-492	0.309247508
-491	0.317317818
-490	0.302177591
-489	0.307480483
-488	0.306079393
-487	0.300145284
-486	0.299782786
-485	0.306836991
-484	0.309201453
-483	0.3159755
-482	0.292856434
-481	0.303932243
-480	0.30844253
-479	0.298837433
-478	0.30914548
-477	0.307887612
-476	0.305075662
-475	0.304391565
-474	0.313943487
-473	0.323883144
-472	0.298934207
-471	0.30681799
-470	0.306632985
-469	0.303831345
-468	0.313734669
-467	0.3029918
-466	0.305060048
-465	0.321695881
-464	0.296305249
-463	0.308317376
-462	0.301188786
-461	0.30278858
-460	0.308610841
-459	0.31533024
-458	0.307461776
-457	0.308959444
-456	0.308130554
-455	0.31171989
-454	0.301647567
-453	0.308779791
-452	0.288467177
-451	0.306989346
-450	0.306370649
-449	0.301855207
-448	0.300588403
-447	0.306025875
-446	0.319123091
-445	0.306932342
-444	0.320591251
-443	0.311571365
-442	0.304000491
-441	0.310488683
-440	0.31585285
-439	0.312545883
-438	0.311101439
-437	0.306218245
-436	0.312043453
-435	0.311966711
-434	0.301849119
-433	0.305652673
-432	0.316287868
-431	0.330853832
-430	0.311006236
-429	0.31879398
-428	0.308560907
-427	0.307568714
-426	0.312254775
-425	0.316148574
-424	0.311873079
-423	0.314052487
-422	0.317643983
-421	0.310030343
-420	0.32139893
-419	0.315743654
-418	0.299523838
-417	0.310444395
-416	0.31034335
-415	0.308663623
-414	0.317753523
-413	0.315451662
-412	0.32286537
-411	0.312264447
-410	0.304966564
-409	0.315457652
-408	0.31031497
-407	0.32177277
-406	0.303517995
-405	0.313798498
-404	0.314360583
-403	0.310941867
-402	0.321727648
-401	0.313009132
-400	0.30812206
-399	0.318515687
-398	0.317401188
-397	0.317044533
-396	0.305416016
-395	0.307280159
-394	0.30838744
-393	0.30982727
-392	0.313892964
-391	0.309732607
-390	0.298977022
-389	0.315348996
-388	0.306549762
-387	0.301937251
-386	0.312480827
-385	0.295622625
-384	0.294377817
-383	0.309133255
-382	0.309285413
-381	0.317210635
-380	0.320101733
-379	0.312507929
-378	0.315557618
-377	0.329881966
-376	0.307085678
-375	0.314582216
-374	0.328730152
-373	0.311879707
-372	0.327708695
-371	0.329002259
-370	0.32888555
-369	0.323554377
-368	0.316844749
-367	0.316221044
-366	0.32157657
-365	0.313936515
-364	0.3186267
-363	0.307890804
-362	0.318990033
-361	0.321086218
-360	0.318334266
-359	0.319029361
-358	0.320894732
-357	0.318747975
-356	0.309094025
-355	0.30907193
-354	0.319783228
-353	0.321831934
-352	0.311411352
-351	0.32272318
-350	0.32626592
-349	0.327748711
-348	0.319371631
-347	0.322445132
-346	0.313504443
-345	0.320229882
-344	0.310960082
-343	0.317028527
-342	0.311632003
-341	0.323909903
-340	0.322832081
-339	0.312484902
-338	0.318423626
-337	0.321155006
-336	0.329889282
-335	0.318629155
-334	0.31936893
-333	0.324364364
-332	0.318402072
-331	0.340715766
-330	0.318177984
-329	0.323145579
-328	0.315768891
-327	0.305802425
-326	0.309835666
-325	0.318595228
-324	0.315085776
-323	0.322716208
-322	0.31197167
-321	0.327057495
-320	0.31121633
-319	0.331380714
-318	0.326100457
-317	0.327661511
-316	0.317622527
-315	0.322763146
-314	0.33269809
-313	0.328201061
-312	0.34011278
-311	0.321430697
-310	0.329237247
-309	0.328075563
-308	0.322635685
-307	0.324726126
-306	0.317805764
-305	0.333266755
-304	0.312970982
-303	0.323889576
-302	0.317792606
-301	0.323180095
-300	0.320330535
-299	0.329822605
-298	0.330095645
-297	0.328698728
-296	0.323248932
-295	0.321611872
-294	0.325296804
-293	0.323432121
-292	0.319013355
-291	0.324129867
-290	0.320010802
-289	0.323543232
-288	0.324186773
-287	0.337171159
-286	0.325081259
-285	0.336231011
-284	0.332491923
-283	0.327815093
-282	0.336255708
-281	0.320578976
-280	0.334391516
-279	0.323952325
-278	0.320937792
-277	0.3187575
-276	0.322549025
-275	0.316620514
-274	0.318960279
-273	0.329950852
-272	0.330520499
-271	0.32224687
-270	0.323272696
-269	0.325448912
-268	0.330684195
-267	0.332189817
-266	0.332551038
-265	0.327349683
-264	0.338278932
-263	0.326882064
-262	0.315504542
-261	0.319388226
-260	0.318790887
-259	0.318788825
-258	0.323813669
-257	0.337581824
-256	0.322303776
-255	0.315053714
-254	0.318931556
-253	0.332817744
-252	0.327817646
-251	0.327927824
-250	0.33049266
-249	0.337096872
-248	0.31532533
-247	0.325990966
-246	0.320454952
-245	0.317008985
-244	0.337701822
-243	0.324435263
-242	0.313941278
-241	0.328574262
-240	0.322391712
-239	0.325696666
-238	0.331795944
-237	0.329517995
-236	0.328639662
-235	0.330825895
-234	0.32250135
-233	0.326294889
-232	0.335502578
-231	0.324280306
-230	0.336336868
-229	0.321991751
-228	0.329497373
-227	0.323730103
-226	0.313465704
-225	0.324777139
-224	0.328384396
-223	0.314357146
-222	0.324669122
-221	0.325907743
-220	0.31939289
-219	0.325366475
-218	0.323312221
-217	0.324665586
-216	0.333793588
-215	0.336336574
-214	0.346541808
-213	0.32171228
-212	0.330175578
-211	0.33355693
-210	0.324445967
-209	0.327602052
-208	0.324955222
-207	0.333549124
-206	0.332856729
-205	0.322548387
-204	0.330530417
-203	0.334395836
-202	0.328580547
-201	0.321028183
-200	0.320988069
-199	0.328306231
-198	0.326038641
-197	0.323313694
-196	0.317278735
-195	0.335527471
-194	0.328785094
-193	0.327328522
-192	0.340520843
-191	0.327081897
-190	0.335016939
-189	0.325385427
-188	0.338539107
-187	0.318698385
-186	0.313820494
-185	0.321129671
-184	0.32421201
-183	0.326342957
-182	0.333780233
-181	0.34313895
-180	0.330409339
-179	0.320952178
-178	0.33275151
-177	0.321737026
-176	0.329789316
-175	0.329493985
-174	0.33036515
-173	0.330526587
-172	0.343341435
-171	0.333745471
-170	0.326003044
-169	0.336616831
-168	0.333117985
-167	0.331898169
-166	0.32897604
-165	0.340055335
-164	0.343999607
-163	0.328285609
-162	0.325335199
-161	0.330248147
-160	0.328625669
-159	0.326141896
-158	0.335868955
-157	0.332282712
-156	0.327632543
-155	0.332974076
-154	0.33122237
-153	0.340219129
-152	0.321702165
-151	0.32901635
-150	0.337542348
-149	0.32934605
-148	0.343006088
-147	0.355006137
-146	0.328272794
-145	0.338793931
-144	0.335589041
-143	0.341009967
-142	0.336568076
-141	0.341174989
-140	0.335501007
-139	0.345592183
-138	0.349277606
-137	0.338845191
-136	0.343995876
-135	0.347356164
-134	0.334162371
-133	0.337458094
-132	0.330481956
-131	0.358187166
-130	0.334847597
-129	0.336691854
-128	0.343632985
-127	0.348891442
-126	0.344091471
-125	0.34095095
-124	0.340800609
-123	0.348509108
-122	0.34597
-121	0.335835911
-120	0.355054598
-119	0.33743541
-118	0.350631855
-117	0.343449747
-116	0.357087494
-115	0.358626455
-114	0.339890362
-113	0.340017774
-112	0.339671184
-111	0.334796435
-110	0.35040929
-109	0.343346737
-108	0.340922767
-107	0.338909363
-106	0.348377915
-105	0.350322041
-104	0.338191143
-103	0.344796043
-102	0.341133746
-101	0.331156479
-100	0.336243629
-99	0.337464428
-98	0.351351991
-97	0.33854058
-96	0.344830265
-95	0.335310699
-94	0.333405754
-93	0.328859479
-92	0.331458339
-91	0.344843423
-90	0.345962783
-89	0.344400059
-88	0.350294791
-87	0.355715717
-86	0.357206363
-85	0.353499239
-84	0.345376786
-83	0.355048313
-82	0.343956989
-81	0.343468503
-80	0.360218098
-79	0.334411794
-78	0.353331959
-77	0.361956989
-76	0.345498257
-75	0.356983699
-74	0.361871066
-73	0.369307753
-72	0.356954927
-71	0.359501792
-70	0.34569539
-69	0.359802671
-68	0.349654834
-67	0.365599205
-66	0.359411744
-65	0.356448372
-64	0.380871017
-63	0.365108607
-62	0.360484067
-61	0.354790298
-60	0.359699661
-59	0.357582756
-58	0.372104581
-57	0.366869053
-56	0.353585015
-55	0.346675357
-54	0.364374429
-53	0.352076251
-52	0.353889478
-51	0.335832621
-50	0.347979428
-49	0.358047184
-48	0.337900624
-47	0.327407473
-46	0.340521775
-45	0.335928954
-44	0.33429916
-43	0.325323808
-42	0.327995974
-41	0.311852457
-40	0.322120047
-39	0.314410812
-38	0.309031276
-37	0.308635587
-36	0.297658271
-35	0.29155693
-34	0.31852315
-33	0.3280109
-32	0.315975794
-31	0.333195611
-30	0.337908283
-29	0.321766534
-28	0.325369961
-27	0.323207542
-26	0.3194305
-25	0.306406736
-24	0.29605396
-23	0.310664752
-22	0.310135071
-21	0.31573079
-20	0.322849855
-19	0.324627387
-18	0.314624589
-17	0.321206363
-16	0.304346246
-15	0.305731183
-14	0.308902882
-13	0.300174891
-12	0.292359601
-11	0.300750626
-10	0.294327982
-9	0.300313252
-8	0.313946089
-7	0.298629401
-6	0.28950518
-5	0.301959984
-4	0.292855943
-3	0.284433446
-2	0.316650464
-1	0.275995483
0	0.337645898
1	0.292190259
2	0.294982668
3	0.313016104
4	0.27995478
5	0.277221584
6	0.282391712
7	0.288849904
8	0.287019738
9	0.293940737
10	0.298218
11	0.281193745
12	0.28187303
13	0.290764177
14	0.291754554
15	0.291399175
16	0.294193303
17	0.283918741
18	0.291294496
19	0.286891786
20	0.282883881
21	0.298955614
22	0.281106005
23	0.284650562
24	0.28147685
25	0.2831226
26	0.27142672
27	0.277168852
28	0.280470172
29	0.267955909
30	0.270146413
31	0.278251534
32	0.261368636
33	0.275778023
34	0.274161438
35	0.26993676
36	0.273616733
37	0.268678107
38	0.261734767
39	0.265333726
40	0.254876909
41	0.262757844
42	0.266348309
43	0.255743949
44	0.267752099
45	0.265556243
46	0.269340502
47	0.262770118
48	0.26010355
49	0.256888938
50	0.263465115
51	0.264450042
52	0.266134089
53	0.259268424
54	0.262003044
55	0.262964943
56	0.261980851
57	0.253120685
58	0.255313006
59	0.261646831
60	0.269490401
61	0.266692542
62	0.262929543
63	0.256604998
64	0.259124221
65	0.25785015
66	0.256602494
67	0.245976629
68	0.261228163
69	0.254134679
70	0.255514705
71	0.257954142
72	0.261238327
73	0.2576676
74	0.255327982
75	0.255191977
76	0.249696617
77	0.255093828
78	0.262306182
79	0.247969117
80	0.254318014
81	0.255785977
82	0.256894142
83	0.244612658
84	0.250287082
85	0.252419895
86	0.252709137
87	0.251674719
88	0.256373398
89	0.268024206
90	0.253141503
91	0.248682869
92	0.25594825
93	0.249295183
94	0.257437423
95	0.251742525
96	0.253565081
97	0.251768842
98	0.252275004
99	0.25249212
100	0.248927235
101	0.256715422
102	0.256198655
103	0.244930525
104	0.245762606
105	0.247275691
106	0.251320518
107	0.240183238
108	0.254838022
109	0.245051554
110	0.251159375
111	0.251352236
112	0.242630824
113	0.251851426
114	0.247239701
115	0.239439142
116	0.252164334
117	0.253994059
118	0.239974223
119	0.263015073
120	0.241136495
121	0.252204252
122	0.254078509
123	0.248317965
124	0.265641332
125	0.251559729
126	0.255093779
127	0.253065744
128	0.246693475
129	0.247906515
130	0.24437659
131	0.24596023
132	0.252414789
133	0.251805568
134	0.254786567
135	0.246962832
136	0.251134973
137	0.254999951
138	0.244369028
139	0.247099867
140	0.247538764
141	0.257055482
142	0.237203712
143	0.249433839
144	0.247775667
145	0.248188295
146	0.239412137
147	0.246237541
148	0.249546816
149	0.240467668
150	0.248983797
151	0.253862768
152	0.248915157
153	0.252701331
154	0.251216478
155	0.252587372
156	0.259987578
157	0.247224726
158	0.244620415
159	0.256114794
160	0.24929538
161	0.251714244
162	0.245875632
163	0.251695635
164	0.252933176
165	0.252062159
166	0.259020965
167	0.255197575
168	0.260796288
169	0.261894633
170	0.262908283
171	0.261842245
172	0.253306329
173	0.259436834
174	0.253922669
175	0.254893308
176	0.256380665
177	0.256336868
178	0.252798448
179	0.255230324
180	0.257832572
181	0.263523101
182	0.260812834
183	0.264803064
184	0.264146119
185	0.259970148
186	0.25897383
187	0.26090298
188	0.265623951
189	0.26605779
190	0.261523101
191	0.272331173
192	0.267228703
193	0.256861835
194	0.263098247
195	0.270202926
196	0.253130898
197	0.260604556
198	0.261423626
199	0.262870084
200	0.271755241
201	0.280502087
202	0.266167673
203	0.272404331
204	0.272855403
205	0.268556488
206	0.269309717
207	0.26530083
208	0.262724063
209	0.257653606
210	0.267723867
211	0.266706682
212	0.264006874
213	0.263765503
214	0.253569991
215	0.262394511
216	0.267161389
217	0.275073747
218	0.272913389
219	0.251331615
220	0.266595178
221	0.267037708
222	0.258937595
223	0.265305936
224	0.267476162
225	0.281504296
226	0.26944253
227	0.259487455
228	0.284902146
229	0.266621545
230	0.266721805
231	0.261806059
232	0.2617493
233	0.279008298
234	0.268865518
235	0.275242697
236	0.25750788
237	0.264721658
238	0.25945559
239	0.271011195
240	0.264273138
241	0.263530024
242	0.272247312
243	0.267838464
244	0.270732999
245	0.266722541
246	0.256512938
247	0.270363136
248	0.273177689
249	0.268961457
250	0.265873275
251	0.258626896
252	0.264670742
253	0.272801051
254	0.267043502
255	0.258173565
256	0.264622183
257	0.271929887
258	0.260398635
259	0.26059508
260	0.262536014
261	0.266908087
262	0.263728777
263	0.266999264
264	0.269163352
265	0.272567487
266	0.272337409
267	0.274263465
268	0.267054205
269	0.275290224
270	0.266042274
271	0.273393038
272	0.267324397
273	0.265287868
274	0.276054598
275	0.282747631
276	0.278495704
277	0.27193514
278	0.261587421
279	0.272496342
280	0.260461776
281	0.268648991
282	0.275242304
283	0.262117739
284	0.272103501
285	0.268369912
286	0.273938086
287	0.273693229
288	0.263421662
289	0.272941965
290	0.256573526
291	0.277166888
292	0.255542692
293	0.282337065
294	0.289153336
295	0.262894339
296	0.264802867
297	0.27415476
298	0.264407129
299	0.272227427
300	0.277782933
301	0.277902931
302	0.286087151
303	0.275306574
304	0.270621888
305	0.272607011
306	0.26989046
307	0.271779791
308	0.266641332
309	0.268660038
310	0.273891491
311	0.278292876
312	0.269536849
313	0.273347572
314	0.281000295
315	0.263259587
316	0.281345854
317	0.263713065
318	0.266796337
319	0.262803604
320	0.272815486
321	0.278045466
322	0.269029067
323	0.273820592
324	0.26264089
325	0.272189424
326	0.27765778
327	0.269480925
328	0.27329808
329	0.272934698
330	0.276561153
331	0.277138508
332	0.274118672
333	0.279256199
334	0.267015908
335	0.28594658
336	0.277500565
337	0.274538076
338	0.289114744
339	0.279017921
340	0.281413021
341	0.285525752
342	0.277392154
343	0.286788825
344	0.272573771
345	0.284545687
346	0.276402759
347	0.272777974
348	0.273507733
349	0.283871901
350	0.272988756
351	0.273423676
352	0.283721952
353	0.27889154
354	0.270893357
355	0.271631168
356	0.27624525
357	0.28545559
358	0.280018314
359	0.270901802
360	0.278732803
361	0.291941621
362	0.276757745
363	0.284031276
364	0.283929788
365	0.279881573
366	0.281844945
367	0.268577896
368	0.280660087
369	0.276976138
370	0.284291403
371	0.286518977
372	0.281590416
373	0.272628762
374	0.266264398
375	0.261786026
376	0.274257524
377	0.279764816
378	0.286978249
379	0.274614867
380	0.273677272
381	0.280819708
382	0.264290764
383	0.272790151
384	0.276545883
385	0.280950901
386	0.283207934
387	0.276770069
388	0.291502234
389	0.293843669
390	0.280410173
391	0.282127314
392	0.282940934
393	0.281145873
394	0.266289242
395	0.269216723
396	0.270487259
397	0.274471449
398	0.277491138
399	0.285692345
400	0.266926646
401	0.287647567
402	0.281485982
403	0.278924289
404	0.285731085
405	0.27433186
406	0.285104335
407	0.286693229
408	0.28090519
409	0.281131193
410	0.279523494
411	0.285947857
412	0.286451367
413	0.281961654
414	0.279402661
415	0.273465557
416	0.275516718
417	0.280981784
418	0.275884028
419	0.286154613
420	0.273901311
421	0.284655816
422	0.28168935
423	0.279497471
424	0.281001031
425	0.280124368
426	0.278963274
427	0.286338391
428	0.269683753
429	0.277456179
430	0.270018412
431	0.273361516
432	0.278866549
433	0.275699416
434	0.288768007
435	0.292193401
436	0.270821771
437	0.28428448
438	0.272462022
439	0.275452889
440	0.266993323
441	0.2737166
442	0.281863947
443	0.272853832
444	0.262038592
445	0.274307655
446	0.286430451
447	0.278879118
448	0.288257328
449	0.281547356
450	0.278182894
451	0.27446487
452	0.275925811
453	0.284976138
454	0.28405504
455	0.294941474
456	0.284159768
457	0.266099131
458	0.280395149
459	0.286314037
460	0.283157952
461	0.282495262
462	0.275530564
463	0.276678892
464	0.270867089
465	0.282376197
466	0.279570482
467	0.27578853
468	0.275953994
469	0.286091668
470	0.279637305
471	0.270141454
472	0.290415378
473	0.275681495
474	0.281031423
475	0.281316541
476	0.279648304
477	0.283165611
478	0.289006137
479	0.286317769
480	0.285228556
481	0.280462562
482	0.282470369
483	0.27699293
484	0.278082339
485	0.284424363
